sku;name;brand;price;list_price;discount_price;in_offer;net_content;unit;price_per_unit;price_per_unit_list;saving_text;image_url;detail_url;category;subcategory;last_category;category_url;page_num;extracted_at;supermarket;archivo;ruta_archivo;timestamp_archivo;mtime_archivo;category_std;name_clean;brand_clean;category_std_clean;subcategory_clean;last_category_clean;all_text;list_price_num;price_num;discount_price_num;effective_price;unit_family;size_std;cart_query;match_score
88327;Leche Soprole Entera Natural 200 ml;Soprole;560;560;;False;;;;;;https://jumbocl.vteximg.com.br/arquivos/ids/527995-250-250/Leche-Soprole-Entera-Natural-200-ml.jpg?v=638967404839630000;https://www.jumbo.cl/leche-entera-soprole-200-ml/p;lacteos_huevos_congelados;;Leche Líquida;;1.0;2026-03-03T12:41:59;jumbo;jumbo_lacteos_huevos_y_congelados_20260303_131000.csv;C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Jumbo\output\lacteos_huevos_congelados\jumbo_lacteos_huevos_y_congelados_20260303_131000.csv;2026-03-03 13:10:00;;;leche soprole entera natural 200 ml;soprole;;;leche liquida;leche soprole entera natural 200 ml soprole   leche liquida;560.0;560.0;;560.0;volume;200.0;leche entera 1 litro;13.333333333333332
6611;Leche Colun Entera 200 ml;Colun;620;620;;False;;;;;;https://jumbocl.vteximg.com.br/arquivos/ids/348514-250-250/Leche-entera-Colun-200-ml.jpg?v=638776485174470000;https://www.jumbo.cl/leche-entera-colun-caja-200cc-natural/p;lacteos_huevos_congelados;;Leches (Mostrar todo);;2.0;2026-03-03T12:43:14;jumbo;jumbo_lacteos_huevos_y_congelados_20260303_131000.csv;C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Jumbo\output\lacteos_huevos_congelados\jumbo_lacteos_huevos_y_congelados_20260303_131000.csv;2026-03-03 13:10:00;;;leche colun entera 200 ml;colun;;;leches mostrar todo;leche colun entera 200 ml colun   leches mostrar todo;620.0;620.0;;620.0;volume;200.0;leche entera 1 litro;13.333333333333332
6611;Leche Colun Entera 200 ml;Colun;620;620;;False;;;;;;https://jumbocl.vteximg.com.br/arquivos/ids/348514-250-250/Leche-entera-Colun-200-ml.jpg?v=638776485174470000;https://www.jumbo.cl/leche-entera-colun-caja-200cc-natural/p;lacteos_huevos_congelados;;Leche Líquida;;2.0;2026-03-03T12:42:01;jumbo;jumbo_lacteos_huevos_y_congelados_20260303_131000.csv;C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Jumbo\output\lacteos_huevos_congelados\jumbo_lacteos_huevos_y_congelados_20260303_131000.csv;2026-03-03 13:10:00;;;leche colun entera 200 ml;colun;;;leche liquida;leche colun entera 200 ml colun   leche liquida;620.0;620.0;;620.0;volume;200.0;leche entera 1 litro;13.333333333333332
134465;Leche Surlat Entera 1 L;Surlat;1050;1050;;False;;;;;;https://jumbocl.vteximg.com.br/arquivos/ids/322959-250-250/Leche-Entera-Surlat-1-L.jpg?v=638776426538530000;https://www.jumbo.cl/leche-entera-surlat-b-a-1l-1991554/p;lacteos_huevos_congelados;;Leches (Mostrar todo);;1.0;2026-03-03T12:43:13;jumbo;jumbo_lacteos_huevos_y_congelados_20260303_131000.csv;C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Jumbo\output\lacteos_huevos_congelados\jumbo_lacteos_huevos_y_congelados_20260303_131000.csv;2026-03-03 13:10:00;;;leche surlat entera 1 l;surlat;;;leches mostrar todo;leche surlat entera 1 l surlat   leches mostrar todo;1050.0;1050.0;;1050.0;volume;1000.0;leche entera 1 litro;13.333333333333332
134465;Leche Surlat Entera 1 L;Surlat;1050;1050;;False;;;;;;https://jumbocl.vteximg.com.br/arquivos/ids/322959-250-250/Leche-Entera-Surlat-1-L.jpg?v=638776426538530000;https://www.jumbo.cl/leche-entera-surlat-b-a-1l-1991554/p;lacteos_huevos_congelados;;Leche Líquida;;2.0;2026-03-03T12:42:01;jumbo;jumbo_lacteos_huevos_y_congelados_20260303_131000.csv;C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Jumbo\output\lacteos_huevos_congelados\jumbo_lacteos_huevos_y_congelados_20260303_131000.csv;2026-03-03 13:10:00;;;leche surlat entera 1 l;surlat;;;leche liquida;leche surlat entera 1 l surlat   leche liquida;1050.0;1050.0;;1050.0;volume;1000.0;leche entera 1 litro;13.333333333333332
dom_1;Leche Natural Entera caja, 1 L;;990;990;;False;;;;;;https://i5.walmartimages.cl/asr/8e0c4767-58c6-46af-8837-b3a8a71a5790.1e4679549e4749147a4ca3b2e9fb5c02.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF;https://super.lider.cl/ip/leche/00040000720074;frescos_y_lacteos;Leche > Blanca;;;1.0;2026-03-17T22:05:40;lider;lider_frescos_y_lacteos_20260317_222114.csv;C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Lider\output\frescos_y_lacteos\lider_frescos_y_lacteos_20260317_222114.csv;2026-03-17 22:21:14;;;leche natural entera caja 1 l;;;leche blanca;;leche natural entera caja 1 l   leche blanca;990.0;990.0;;990.0;volume;1000.0;leche entera 1 litro;13.333333333333332
dom_5;Leche Entera Sin Lactosa, 1 L;;1000;1000;;False;;;;;;https://i5.walmartimages.cl/asr/f9621ae4-5c19-40db-9e92-23cae44ee0c5.8b13dd403bae618680e705a98ca1f261.jpeg?null=&odnHeight=580&odnWidth=580&odnBg=FFFFFF;https://super.lider.cl/ip/leche/00780870950476;frescos_y_lacteos;Leche > Leche sin Lactosa;;;1.0;2026-03-17T22:06:25;lider;lider_frescos_y_lacteos_20260317_222114.csv;C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Lider\output\frescos_y_lacteos\lider_frescos_y_lacteos_20260317_222114.csv;2026-03-17 22:21:14;;;leche entera sin lactosa 1 l;;;leche leche sin lactosa;;leche entera sin lactosa 1 l   leche leche sin lactosa;1000.0;1000.0;;1000.0;volume;1000.0;leche entera 1 litro;13.333333333333332
dom_4;Leche Entera Natural 1 l, 1 L;;1090;1090;;False;;;;;;https://i5.walmartimages.cl/asr/775df153-9744-4128-ae20-ac1254c4b7ba.41d5a84806e6e592a9abcc656a04f92b.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF;https://super.lider.cl/ip/leche/00780290000130;frescos_y_lacteos;Leche > Blanca;;;1.0;2026-03-17T22:05:40;lider;lider_frescos_y_lacteos_20260317_222114.csv;C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Lider\output\frescos_y_lacteos\lider_frescos_y_lacteos_20260317_222114.csv;2026-03-17 22:21:14;;;leche entera natural 1 l 1 l;;;leche blanca;;leche entera natural 1 l 1 l   leche blanca;1090.0;1090.0;;1090.0;volume;1000.0;leche entera 1 litro;13.333333333333332
dom_9;Leche Entera, 1 L;;1090;1090;;False;;;;;;https://i5.walmartimages.cl/asr/7c6c8fc8-e05c-41ea-b73f-fb2fd5d6b932.e374804a9aa99df7a06d89eae4309713.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF;https://super.lider.cl/ip/leche/00780461747028;frescos_y_lacteos;Leche > Blanca;;;1.0;2026-03-17T22:05:40;lider;lider_frescos_y_lacteos_20260317_222114.csv;C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Lider\output\frescos_y_lacteos\lider_frescos_y_lacteos_20260317_222114.csv;2026-03-17 22:21:14;;;leche entera 1 l;;;leche blanca;;leche entera 1 l   leche blanca;1090.0;1090.0;;1090.0;volume;1000.0;leche entera 1 litro;13.333333333333332
dom_10;Leche Natural Entera Lonco Leche, 1 L;;1090;1090;;False;;;;;;https://i5.walmartimages.cl/asr/f85da804-e53e-4cee-946e-f0f8cecc8682.fab27f2d781f689baf552c94bbf31492.jpeg?odnHeight=580&odnWidth=580&odnBg=FFFFFF;https://super.lider.cl/ip/leche/00780291000725;frescos_y_lacteos;Leche > Blanca;;;1.0;2026-03-17T22:05:40;lider;lider_frescos_y_lacteos_20260317_222114.csv;C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Lider\output\frescos_y_lacteos\lider_frescos_y_lacteos_20260317_222114.csv;2026-03-17 22:21:14;;;leche natural entera lonco leche 1 l;;;leche blanca;;leche natural entera lonco leche 1 l   leche blanca;1090.0;1090.0;;1090.0;volume;1000.0;leche entera 1 litro;13.333333333333332
91846;Leche entera Surlat 200 ml;Surlat;530;530;;False;1 un;litro;;;;https://unimarc.vtexassets.com/arquivos/ids/250276/000000000000681907-UN-01.jpg?v=638893996373670000;https://www.unimarc.cl/leche-entera-surlat-200ml/p;lacteos;Leches y cremas;Leches individuales;https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/leches-y-cremas/leches-individuales;;2026-03-09T19:57:20;unimarc;unimarc_lacteos-huevos-y-refrigerados_subcats_20260309_200011.csv;C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\output\lacteos\unimarc_lacteos-huevos-y-refrigerados_subcats_20260309_200011.csv;2026-03-09 20:00:11;;;leche entera surlat 200 ml;surlat;;leches y cremas;leches individuales;leche entera surlat 200 ml surlat  leches y cremas leches individuales;530.0;530.0;;530.0;volume;200.0;leche entera 1 litro;13.333333333333332
72576;Leche entera natural Soprole 200 ml;Soprole;540;540;;False;1 un;litro;;;;https://unimarc.vtexassets.com/arquivos/ids/252406/000000000000646822-UN-01.jpg?v=638972809937830000;https://www.unimarc.cl/leche-entera-soprole-200-ml-2/p;lacteos;Leches y cremas;Leches individuales;https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/leches-y-cremas/leches-individuales;;2026-03-09T19:57:20;unimarc;unimarc_lacteos-huevos-y-refrigerados_subcats_20260309_200011.csv;C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\output\lacteos\unimarc_lacteos-huevos-y-refrigerados_subcats_20260309_200011.csv;2026-03-09 20:00:11;;;leche entera natural soprole 200 ml;soprole;;leches y cremas;leches individuales;leche entera natural soprole 200 ml soprole  leches y cremas leches individuales;540.0;540.0;;540.0;volume;200.0;leche entera 1 litro;13.333333333333332
3683;Leche entera natural Colun 200 ml;Colun;620;620;;False;1 un;litro;;;;https://unimarc.vtexassets.com/arquivos/ids/186718/Leche-entera-natural-Colun-200-ml-2-3720.jpg?v=637013097376400000;https://www.unimarc.cl/leche-entera-natural-colun-200ml/p;lacteos;Leches y cremas;Leches individuales;https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/leches-y-cremas/leches-individuales;;2026-03-09T19:57:20;unimarc;unimarc_lacteos-huevos-y-refrigerados_subcats_20260309_200011.csv;C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\output\lacteos\unimarc_lacteos-huevos-y-refrigerados_subcats_20260309_200011.csv;2026-03-09 20:00:11;;;leche entera natural colun 200 ml;colun;;leches y cremas;leches individuales;leche entera natural colun 200 ml colun  leches y cremas leches individuales;620.0;620.0;;620.0;volume;200.0;leche entera 1 litro;13.333333333333332
7831;Leche entera Trencito Nestlé sabor chocolate 200 ml;Nestle;680;680;;False;1 un;litro;;;;https://unimarc.vtexassets.com/arquivos/ids/198739/000000000000007453-UN-01.jpg?v=637296949134000000;https://www.unimarc.cl/leche-chocolate-entera-trencito-nestle-200-ml/p;lacteos;Leches y cremas;Leches individuales;https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/leches-y-cremas/leches-individuales;;2026-03-09T19:57:20;unimarc;unimarc_lacteos-huevos-y-refrigerados_subcats_20260309_200011.csv;C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\output\lacteos\unimarc_lacteos-huevos-y-refrigerados_subcats_20260309_200011.csv;2026-03-09 20:00:11;;;leche entera trencito nestle sabor chocolate 200 ml;nestle;;leches y cremas;leches individuales;leche entera trencito nestle sabor chocolate 200 ml nestle  leches y cremas leches individuales;680.0;680.0;;680.0;volume;200.0;leche entera 1 litro;13.333333333333332
82635;Leche entera Los Peumos 1 L;Los Peumos;950;1050;950.0;True;1 un;litro;;;Ahorras $100;https://unimarc.vtexassets.com/arquivos/ids/251383/000000000000661119-UN-01.jpg?v=638931235513300000;https://www.unimarc.cl/leche-entera-tetra-los-peumos-1lt/p;lacteos;Leches y cremas;Leches blancas;https://www.unimarc.cl/category/lacteos-huevos-y-refrigerados/leches-y-cremas/leches-blancas;;2026-03-09T19:56:14;unimarc;unimarc_lacteos-huevos-y-refrigerados_subcats_20260309_200011.csv;C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\output\lacteos\unimarc_lacteos-huevos-y-refrigerados_subcats_20260309_200011.csv;2026-03-09 20:00:11;;;leche entera los peumos 1 l;los peumos;;leches y cremas;leches blancas;leche entera los peumos 1 l los peumos  leches y cremas leches blancas;1050.0;950.0;9500.0;1050.0;volume;1000.0;leche entera 1 litro;13.333333333333332
22467;Pan Centeno Mestemacher Orgánico con Avena y Cebada 500 g;Mestemacher;2632;3290;;True;;;;;;https://jumbocl.vteximg.com.br/arquivos/ids/304771-250-250/Pan-de-Centeno-organico-con-avena-y-cebada-500-g.jpg?v=638776380503130000;https://www.jumbo.cl/pan-organico-tres-granos-mestemacher-500-g-2/p;panaderia_pasteleria;;Pan Integral y Funcional;;1.0;2026-03-03T16:41:30;jumbo;jumbo_panaderia_y_pasteleria_20260303_164511.csv;C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Jumbo\output\panaderia_pasteleria\jumbo_panaderia_y_pasteleria_20260303_164511.csv;2026-03-03 16:45:11;;;pan centeno mestemacher organico con avena y cebada 500 g;mestemacher;;;pan integral y funcional;pan centeno mestemacher organico con avena y cebada 500 g mestemacher   pan integral y funcional;3290.0;2632.0;;3290.0;mass;500.0;avena 500 g;21.0
139737;Bebida Vegetal OraSì Barista Avena 500 ml;OraSì;2090;2090;;False;;;;;;https://jumbocl.vteximg.com.br/arquivos/ids/332666-250-250/Bebida-Orasi-Barista-Avena-500-cc.jpg?v=638776434238100000;https://www.jumbo.cl/beb-orasi-barista-avena-500cc-2002762/p;lacteos_huevos_congelados;;Bebidas Vegetales (Mostrar todo);;1.0;2026-03-03T12:58:21;jumbo;jumbo_lacteos_huevos_y_congelados_20260303_131000.csv;C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Jumbo\output\lacteos_huevos_congelados\jumbo_lacteos_huevos_y_congelados_20260303_131000.csv;2026-03-03 13:10:00;;;bebida vegetal orasi barista avena 500 ml;orasi;;;bebidas vegetales mostrar todo;bebida vegetal orasi barista avena 500 ml orasi   bebidas vegetales mostrar todo;2090.0;2090.0;;2090.0;volume;500.0;avena 500 g;19.0
139737;Bebida Vegetal OraSì Barista Avena 500 ml;OraSì;2090;2090;;False;;;;;;https://jumbocl.vteximg.com.br/arquivos/ids/332666-250-250/Bebida-Orasi-Barista-Avena-500-cc.jpg?v=638776434238100000;https://www.jumbo.cl/beb-orasi-barista-avena-500cc-2002762/p;lacteos_huevos_congelados;;Bebidas de Arroz y Avena;;1.0;2026-03-03T12:57:38;jumbo;jumbo_lacteos_huevos_y_congelados_20260303_131000.csv;C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Jumbo\output\lacteos_huevos_congelados\jumbo_lacteos_huevos_y_congelados_20260303_131000.csv;2026-03-03 13:10:00;;;bebida vegetal orasi barista avena 500 ml;orasi;;;bebidas de arroz y avena;bebida vegetal orasi barista avena 500 ml orasi   bebidas de arroz y avena;2090.0;2090.0;;2090.0;volume;500.0;avena 500 g;19.0
57503;Jabón Líquido Familand Avena Karité 500 ml;Familand;2450;2450;;False;;;;;;https://jumbocl.vteximg.com.br/arquivos/ids/360327-250-250/Jabon-liquido-Simond-s-avena-karite-500-ml.jpg?v=638776732214770000;https://www.jumbo.cl/jabon-liq-familand-avena-karite-500ml/p;cuidado_personal_bebe;;Jabones Líquidos;;2.0;2026-03-02T22:46:00;jumbo;jumbo_cuidado_personal_y_bebe_20260302_230100.csv;C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Jumbo\output\cuidado_personal_bebe\jumbo_cuidado_personal_y_bebe_20260302_230100.csv;2026-03-02 23:01:00;;;jabon liquido familand avena karite 500 ml;familand;;;jabones liquidos;jabon liquido familand avena karite 500 ml familand   jabones liquidos;2450.0;2450.0;;2450.0;volume;500.0;avena 500 g;19.0
57503;Jabón Líquido Familand Avena Karité 500 ml;Familand;2450;2450;;False;;;;;;https://jumbocl.vteximg.com.br/arquivos/ids/360327-250-250/Jabon-liquido-Simond-s-avena-karite-500-ml.jpg?v=638776732214770000;https://www.jumbo.cl/jabon-liq-familand-avena-karite-500ml/p;cuidado_personal_bebe;;Jabones (Mostrar todo);;2.0;2026-03-02T22:46:27;jumbo;jumbo_cuidado_personal_y_bebe_20260302_230100.csv;C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Jumbo\output\cuidado_personal_bebe\jumbo_cuidado_personal_y_bebe_20260302_230100.csv;2026-03-02 23:01:00;;;jabon liquido familand avena karite 500 ml;familand;;;jabones mostrar todo;jabon liquido familand avena karite 500 ml familand   jabones mostrar todo;2450.0;2450.0;;2450.0;volume;500.0;avena 500 g;19.0
dom_5;Avena Instantanea, 500 g;;970;1940;;True;;;;;;https://i5.walmartimages.cl/asr/d66dc1da-6131-4936-a057-21c577c18f12.61d06b4001c91b3f723a830e88d015f2.jpeg?null=&odnHeight=580&odnWidth=580&odnBg=FFFFFF;https://super.lider.cl/ip/cereales/00780396000036;desayunos_y_dulces;Cereales > Avenas;;;1.0;2026-03-17T21:33:56;lider;lider_desayunos_y_dulces_20260317_214155.csv;C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Lider\output\desayunos_y_dulces\lider_desayunos_y_dulces_20260317_214155.csv;2026-03-17 21:41:55;;;avena instantanea 500 g;;;cereales avenas;;avena instantanea 500 g   cereales avenas;1940.0;970.0;;1940.0;mass;500.0;avena 500 g;21.0
dom_6;Avena Instantánea, 500 g;;1000;2000;;True;;;;;;https://i5.walmartimages.cl/asr/ec581f13-37c5-46ce-a00c-6b2af132f8d2.fbd6bed973f6974a61c94d0bc81fd736.jpeg?null=&odnHeight=580&odnWidth=580&odnBg=FFFFFF;https://super.lider.cl/ip/cereales/00780012017027;desayunos_y_dulces;Cereales > Avenas;;;1.0;2026-03-17T21:33:56;lider;lider_desayunos_y_dulces_20260317_214155.csv;C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Lider\output\desayunos_y_dulces\lider_desayunos_y_dulces_20260317_214155.csv;2026-03-17 21:41:55;;;avena instantanea 500 g;;;cereales avenas;;avena instantanea 500 g   cereales avenas;2000.0;1000.0;;2000.0;mass;500.0;avena 500 g;21.0
dom_24;Avena Instantánea, 500 g;;2000;4000;;True;;;;;;https://i5.walmartimages.cl/asr/5cc404d4-358b-4185-8a5d-6aa002f2aaf2.9d0cfd4ffd1aaecf97cde158d351fa25.jpeg?null=&odnHeight=580&odnWidth=580&odnBg=FFFFFF;https://super.lider.cl/ip/cereales/00780200001990;desayunos_y_dulces;Cereales > Avenas;;;1.0;2026-03-17T21:33:56;lider;lider_desayunos_y_dulces_20260317_214155.csv;C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Lider\output\desayunos_y_dulces\lider_desayunos_y_dulces_20260317_214155.csv;2026-03-17 21:41:55;;;avena instantanea 500 g;;;cereales avenas;;avena instantanea 500 g   cereales avenas;4000.0;2000.0;;4000.0;mass;500.0;avena 500 g;21.0
780494506177;Jabón Avena-Karité, 500 ml;;438;2190;;True;;;;;;https://i5.walmartimages.cl/asr/ec3d6f32-f71a-4654-8f27-8d9d823b5d1c.8537a0209a4843cf339f4f8abd642f2c.jpeg?null=&odnHeight=580&odnWidth=580&odnBg=FFFFFF;https://super.lider.cl/ip/jabones/00780494506177;higiene_cuidado_personal;Protectores solares > Jabón liquido;;;1.0;2026-03-17T22:46:01;lider;lider_higiene_cuidado_personal_20260317_225617.csv;C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Lider\output\higiene_cuidado_personal\lider_higiene_cuidado_personal_20260317_225617.csv;2026-03-17 22:56:17;;;jabon avena-karite 500 ml;;;protectores solares jabon liquido;;jabon avena-karite 500 ml   protectores solares jabon liquido;2190.0;438.0;;2190.0;volume;500.0;avena 500 g;19.0
dom_10;Azúcar Rubia Granulada Bolsa, 500 g;;980;1960;;True;;;;;;https://i5.walmartimages.cl/asr/c3387330-5d8f-4535-8d08-b524b837ef76.1c3786c000d6acd6ed7861b840f5e607.jpeg?null=&odnHeight=580&odnWidth=580&odnBg=FFFFFF;https://super.lider.cl/ip/dulces-mermeladas-y-manjar/00780462778012;desayunos_y_dulces;Dulces Mermeladas y Manjar > Azúcar;;;1.0;2026-03-17T21:37:09;lider;lider_desayunos_y_dulces_20260317_214155.csv;C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Lider\output\desayunos_y_dulces\lider_desayunos_y_dulces_20260317_214155.csv;2026-03-17 21:41:55;;;azucar rubia granulada bolsa 500 g;;;dulces mermeladas y manjar azucar;;azucar rubia granulada bolsa 500 g   dulces mermeladas y manjar azucar;1960.0;980.0;;1960.0;mass;500.0;avena 500 g;13.5
32787;Jabón líquido Familand avena karité dosificador 500 ml;Familand;2450;2450;;False;1 un;litro;;;;https://unimarc.vtexassets.com/arquivos/ids/173065/7804945061774.png?v=636625938571200000;https://www.unimarc.cl/jabon-c-valv-familand-500m-avena-karite/p;perfumerias;Cuidado personal;Jabón líquido;https://www.unimarc.cl/category/perfumeria/cuidado-personal/jabon-liquido;;2026-03-09T20:13:47;unimarc;unimarc_perfumeria_subcats_20260309_201737.csv;C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\output\perfumerias\unimarc_perfumeria_subcats_20260309_201737.csv;2026-03-09 20:17:37;;;jabon liquido familand avena karite dosificador 500 ml;familand;;cuidado personal;jabon liquido;jabon liquido familand avena karite dosificador 500 ml familand  cuidado personal jabon liquido;2450.0;2450.0;;2450.0;volume;500.0;avena 500 g;19.0
80409;Jabón líquido Simond's crema avena coloidal 500 ml;Simonds;2790;2790;;False;1 un;litro;;;;https://unimarc.vtexassets.com/arquivos/ids/223308/000000000000653981-UN-01.jpg?v=637783019019000000;https://www.unimarc.cl/jabon-crema-avena-coloidal-simonds-500ml/p;perfumerias;Cuidado personal;Jabón líquido;https://www.unimarc.cl/category/perfumeria/cuidado-personal/jabon-liquido;;2026-03-09T20:13:47;unimarc;unimarc_perfumeria_subcats_20260309_201737.csv;C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\output\perfumerias\unimarc_perfumeria_subcats_20260309_201737.csv;2026-03-09 20:17:37;;;jabon liquido simond s crema avena coloidal 500 ml;simonds;;cuidado personal;jabon liquido;jabon liquido simond s crema avena coloidal 500 ml simonds  cuidado personal jabon liquido;2790.0;2790.0;;2790.0;volume;500.0;avena 500 g;19.0
9720;Plátano granel 500 g;Frutas Y Verduras;745;745;;False;500 g;Kg;;;;https://unimarc.vtexassets.com/arquivos/ids/231118/000000000000038087-KG-01.jpg?v=638054313231530000;https://www.unimarc.cl/platano-kg/p;congelados;Frutas y verduras congeladas;Frutas;https://www.unimarc.cl/category/congelados/frutas-y-verduras-congeladas/frutas;;2026-03-09T19:19:05;unimarc;unimarc_congelados_subcats_20260309_192218.csv;C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\output\congelados\unimarc_congelados_subcats_20260309_192218.csv;2026-03-09 19:22:18;;;platano granel 500 g;frutas y verduras;;frutas y verduras congeladas;frutas;platano granel 500 g frutas y verduras  frutas y verduras congeladas frutas;745.0;745.0;;745.0;mass;500.0;avena 500 g;13.5
52080;Plátano granel 500 g;Frutas Y Verduras;745;745;;False;500 g;Kg;;;;https://unimarc.vtexassets.com/arquivos/ids/251581/000000000000038088-KG-01.jpg?v=638942537599770000;https://www.unimarc.cl/platano-morado-kg/p;frutas_verdures;Frutas;Fruta;https://www.unimarc.cl/category/frutas-y-verduras/frutas/fruta;;2026-03-09T19:49:08;unimarc;unimarc_frutas-y-verduras_subcats_20260309_195014.csv;C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\output\frutas_verdures\unimarc_frutas-y-verduras_subcats_20260309_195014.csv;2026-03-09 19:50:14;;;platano granel 500 g;frutas y verduras;;frutas;fruta;platano granel 500 g frutas y verduras  frutas fruta;745.0;745.0;;745.0;mass;500.0;avena 500 g;13.5
1092;Papas granel 500 g;Frutas Y Verduras;745;745;;False;500 g;Kg;;;;https://unimarc.vtexassets.com/arquivos/ids/231142/000000000000544317-KG-01.jpg?v=638054327555400000;https://www.unimarc.cl/papa-granel-kg/p;frutas_verdures;Verduras;Verduras;https://www.unimarc.cl/category/frutas-y-verduras/verduras/verduras;;2026-03-09T19:49:34;unimarc;unimarc_frutas-y-verduras_subcats_20260309_195014.csv;C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Unimarc\output\frutas_verdures\unimarc_frutas-y-verduras_subcats_20260309_195014.csv;2026-03-09 19:50:14;;;papas granel 500 g;frutas y verduras;;verduras;verduras;papas granel 500 g frutas y verduras  verduras verduras;745.0;745.0;;745.0;mass;500.0;avena 500 g;13.5
11250;Pechuga de Pollo Entera kg;Super Pollo;4851;5841;;True;;;;;;https://jumbocl.vteximg.com.br/arquivos/ids/576889-250-250/Pechuga-de-Pollo-Entera-kg.jpg?v=639069339594770000;https://www.jumbo.cl/pechuga-entera-super-pollo/p;carnes_pescados;;Filetes y Pechuga de Pollo;;2.0;2026-03-02T22:14:35;jumbo;jumbo_carnes_y_pescados_20260302_222112.csv;C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Jumbo\output\carnes_pescados\jumbo_carnes_y_pescados_20260302_222112.csv;2026-03-02 22:21:12;;;pechuga de pollo entera kg;super pollo;;;filetes y pechuga de pollo;pechuga de pollo entera kg super pollo   filetes y pechuga de pollo;5841.0;4851.0;;5841.0;;;pechuga de pollo 1 kg;25.5
134252;Filetitos de Pechuga Congelados 1.5 kg;Super Pollo;14990;14990;;False;;;;;;https://jumbocl.vteximg.com.br/arquivos/ids/322332-250-250/Filetitos-de-Pechuga-Congelados-15-kg.jpg?v=638776425929200000;https://www.jumbo.cl/filete-pollo-1-5-kg-envasado-cong-sp-1983117/p;carnes_pescados;;Filetes y Pechuga de Pollo;;2.0;2026-03-02T22:14:35;jumbo;jumbo_carnes_y_pescados_20260302_222112.csv;C:\Users\fvergram\OneDrive - NTT DATA EMEAL\Desktop\webscrapping\Supermercados\Jumbo\output\carnes_pescados\jumbo_carnes_y_pescados_20260302_222112.csv;2026-03-02 22:21:12;;;filetitos de pechuga congelados 1.5 kg;super pollo;;;filetes y pechuga de pollo;filetitos de pechuga congelados 1.5 kg super pollo   filetes y pechuga de pollo;14990.0;14990.0;;14990.0;mass;15000.0;pechuga de pollo 1 kg;25.5
